Country1,Country2,distance2,Label2,test
Croatia,Hong Kong,0.374711339,unsure,CroatiaHong Kong
Hong Kong,Croatia,0.374711339,unsure,Hong KongCroatia
Czech Republic,Pakistan,0.37482683,unsure,Czech RepublicPakistan
Pakistan,Czech Republic,0.37482683,unsure,PakistanCzech Republic
Iceland,South Africa,0.374942285,unsure,IcelandSouth Africa
South Africa,Iceland,0.374942285,unsure,South AfricaIceland
Germany,United Kingdom,0.375,unsure,GermanyUnited Kingdom
United Kingdom,Germany,0.375,unsure,United KingdomGermany
Namibia,Philippines,0.375057706,unsure,NamibiaPhilippines
Philippines,Namibia,0.375057706,unsure,PhilippinesNamibia
India,Pakistan,0.375230769,unsure,IndiaPakistan
Pakistan,India,0.375230769,unsure,PakistanIndia
Greece,Tanzania,0.375288439,unsure,GreeceTanzania
Hong Kong,Sri Lanka,0.375288439,unsure,Hong KongSri Lanka
Saudi Arabia,Venezuela,0.375288439,unsure,Saudi ArabiaVenezuela
Sri Lanka,Hong Kong,0.375288439,unsure,Sri LankaHong Kong
Tanzania,Greece,0.375288439,unsure,TanzaniaGreece
Venezuela,Saudi Arabia,0.375288439,unsure,VenezuelaSaudi Arabia
Argentina,Slovenia,0.375346101,unsure,ArgentinaSlovenia
Slovenia,Argentina,0.375346101,unsure,SloveniaArgentina
Canada,Italy,0.375576657,unsure,CanadaItaly
Italy,Canada,0.375576657,unsure,ItalyCanada
Jordan,Suriname,0.375576657,unsure,JordanSuriname
Suriname,Jordan,0.375576657,unsure,SurinameJordan
Latvia,Norway,0.375634274,unsure,LatviaNorway
Norway,Latvia,0.375634274,unsure,NorwayLatvia
Pakistan,Sierra Leone,0.375691883,unsure,PakistanSierra Leone
Philippines,Turkey,0.375691883,unsure,PhilippinesTurkey
Sierra Leone,Pakistan,0.375691883,unsure,Sierra LeonePakistan
Turkey,Philippines,0.375691883,unsure,TurkeyPhilippines
Iran,Mozambique,0.375864654,unsure,IranMozambique
Kenya,Zambia,0.375864654,unsure,KenyaZambia
Mozambique,Iran,0.375864654,unsure,MozambiqueIran
Zambia,Kenya,0.375864654,unsure,ZambiaKenya
Peru,Senegal,0.375979791,unsure,PeruSenegal
Senegal,Peru,0.375979791,unsure,SenegalPeru
Brazil,Vietnam,0.376037346,unsure,BrazilVietnam
Malta,Switzerland,0.376037346,unsure,MaltaSwitzerland
Switzerland,Malta,0.376037346,unsure,SwitzerlandMalta
Vietnam,Brazil,0.376037346,unsure,VietnamBrazil
Armenia,Senegal,0.37615243,unsure,ArmeniaSenegal
Ethiopia,SÃ£o TomÃ© and PrÃ­ncipe,0.37615243,unsure,EthiopiaSÃ£o TomÃ© and PrÃ­ncipe
Luxembourg,United States,0.37615243,unsure,LuxembourgUnited States
SÃ£o TomÃ© and PrÃ­ncipe,Ethiopia,0.37615243,unsure,SÃ£o TomÃ© and PrÃ­ncipeEthiopia
Senegal,Armenia,0.37615243,unsure,SenegalArmenia
United States,Luxembourg,0.37615243,unsure,United StatesLuxembourg
Azerbaijan,Paraguay,0.376267479,unsure,AzerbaijanParaguay
Kazakhstan,Slovenia,0.376267479,unsure,KazakhstanSlovenia
Paraguay,Azerbaijan,0.376267479,unsure,ParaguayAzerbaijan
Slovenia,Kazakhstan,0.376267479,unsure,SloveniaKazakhstan
Bangladesh,Russia,0.376324991,unsure,BangladeshRussia
Dominican Republic,Vietnam,0.376324991,unsure,Dominican RepublicVietnam
Russia,Bangladesh,0.376324991,unsure,RussiaBangladesh
Vietnam,Dominican Republic,0.376324991,unsure,VietnamDominican Republic
Bosnia and Herzegovina,Uruguay,0.376497472,unsure,Bosnia and HerzegovinaUruguay
Sierra Leone,Sri Lanka,0.376497472,unsure,Sierra LeoneSri Lanka
Sri Lanka,Sierra Leone,0.376497472,unsure,Sri LankaSierra Leone
Uruguay,Bosnia and Herzegovina,0.376497472,unsure,UruguayBosnia and Herzegovina
Armenia,France,0.376554948,unsure,ArmeniaFrance
France,Armenia,0.376554948,unsure,FranceArmenia
India,Poland,0.376554948,unsure,IndiaPoland
Poland,India,0.376554948,unsure,PolandIndia
Georgia,Suriname,0.376612415,unsure,GeorgiaSuriname
Suriname,Georgia,0.376612415,unsure,SurinameGeorgia
India,Slovakia,0.376899621,unsure,IndiaSlovakia
Slovakia,India,0.376899621,unsure,SlovakiaIndia
Indonesia,Korea,0.376957036,unsure,IndonesiaKorea
Indonesia,South Korea,0.376957036,unsure,IndonesiaSouth Korea
Korea,Indonesia,0.376957036,unsure,KoreaIndonesia
Portugal,Senegal,0.376957036,unsure,PortugalSenegal
Senegal,Portugal,0.376957036,unsure,SenegalPortugal
South Korea,Indonesia,0.376957036,unsure,South KoreaIndonesia
Cape Verde,Tanzania,0.377014442,unsure,Cape VerdeTanzania
Tanzania,Cape Verde,0.377014442,unsure,TanzaniaCape Verde
Honduras,Zambia,0.377301341,unsure,HondurasZambia
Zambia,Honduras,0.377301341,unsure,ZambiaHonduras
Caribbean Netherlands,Latvia,0.377358695,unsure,Caribbean NetherlandsLatvia
Latvia,Caribbean Netherlands,0.377358695,unsure,LatviaCaribbean Netherlands
Latvia,Netherlands,0.377358695,unsure,LatviaNetherlands
Netherlands,Latvia,0.377358695,unsure,NetherlandsLatvia
Bolivia,Mozambique,0.37741604,unsure,BoliviaMozambique
Mozambique,Bolivia,0.37741604,unsure,MozambiqueBolivia
Romania,United Arab Emirates,0.377530704,unsure,RomaniaUnited Arab Emirates
United Arab Emirates,Romania,0.377530704,unsure,United Arab EmiratesRomania
Republic of Macedonia,Syria,0.377702634,unsure,Republic of MacedoniaSyria
Syria,Republic of Macedonia,0.377702634,unsure,SyriaRepublic of Macedonia
Iraq,Tanzania,0.377759927,unsure,IraqTanzania
Tanzania,Iraq,0.377759927,unsure,TanzaniaIraq
Algeria,Montenegro,0.377874486,unsure,AlgeriaMontenegro
Montenegro,Algeria,0.377874486,unsure,MontenegroAlgeria
Bolivia,Bulgaria,0.378389575,unsure,BoliviaBulgaria
Bulgaria,Bolivia,0.378389575,unsure,BulgariaBolivia
Iran,Vietnam,0.378446764,unsure,IranVietnam
Vietnam,Iran,0.378446764,unsure,VietnamIran
Angola,Mexico,0.378503944,unsure,AngolaMexico
Mexico,Angola,0.378503944,unsure,MexicoAngola
Georgia,Kazakhstan,0.378675432,unsure,GeorgiaKazakhstan
Kazakhstan,Georgia,0.378675432,unsure,KazakhstanGeorgia
Jordan,Vietnam,0.378732578,unsure,JordanVietnam
Sri Lanka,Zambia,0.378732578,unsure,Sri LankaZambia
Vietnam,Jordan,0.378732578,unsure,VietnamJordan
Zambia,Sri Lanka,0.378732578,unsure,ZambiaSri Lanka
Jordan,Malta,0.378789715,unsure,JordanMalta
Lebanon,Turkey,0.378789715,unsure,LebanonTurkey
Malta,Jordan,0.378789715,unsure,MaltaJordan
Turkey,Lebanon,0.378789715,unsure,TurkeyLebanon
Pakistan,Sri Lanka,0.378846843,unsure,PakistanSri Lanka
Sri Lanka,Pakistan,0.378846843,unsure,Sri LankaPakistan
Pakistan,Turkey,0.378903963,unsure,PakistanTurkey
Sierra Leone,Thailand,0.378903963,unsure,Sierra LeoneThailand
Thailand,Sierra Leone,0.378903963,unsure,ThailandSierra Leone
Turkey,Pakistan,0.378903963,unsure,TurkeyPakistan
Czech Republic,Indonesia,0.379018177,unsure,Czech RepublicIndonesia
Indonesia,Czech Republic,0.379018177,unsure,IndonesiaCzech Republic
Dominican Republic,Ireland,0.379075271,unsure,Dominican RepublicIreland
Ireland,Dominican Republic,0.379075271,unsure,IrelandDominican Republic
Croatia,Italy,0.379132356,unsure,CroatiaItaly
Italy,Croatia,0.379132356,unsure,ItalyCroatia
Argentina,Croatia,0.379189433,unsure,ArgentinaCroatia
Croatia,Argentina,0.379189433,unsure,CroatiaArgentina
Syria,Vietnam,0.379246501,unsure,SyriaVietnam
Vietnam,Syria,0.379246501,unsure,VietnamSyria
Ethiopia,Malaysia,0.379303561,unsure,EthiopiaMalaysia
Malaysia,Ethiopia,0.379303561,unsure,MalaysiaEthiopia
Canada,Zambia,0.379417654,unsure,CanadaZambia
Zambia,Canada,0.379417654,unsure,ZambiaCanada
Caribbean Netherlands,France,0.379474688,unsure,Caribbean NetherlandsFrance
France,Caribbean Netherlands,0.379474688,unsure,FranceCaribbean Netherlands
France,Netherlands,0.379474688,unsure,FranceNetherlands
Netherlands,France,0.379474688,unsure,NetherlandsFrance
Portugal,United Arab Emirates,0.379531713,unsure,PortugalUnited Arab Emirates
United Arab Emirates,Portugal,0.379531713,unsure,United Arab EmiratesPortugal
Bosnia and Herzegovina,Iraq,0.379702738,unsure,Bosnia and HerzegovinaIraq
Iraq,Bosnia and Herzegovina,0.379702738,unsure,IraqBosnia and Herzegovina
Egypt,Uruguay,0.380044556,unsure,EgyptUruguay
Uruguay,Egypt,0.380044556,unsure,UruguayEgypt
Finland,Uruguay,0.380101495,unsure,FinlandUruguay
Uruguay,Finland,0.380101495,unsure,UruguayFinland
Bolivia,Niger,0.380215349,unsure,BoliviaNiger
Bolivia,Nigeria,0.380215349,unsure,BoliviaNigeria
Finland,Switzerland,0.380215349,unsure,FinlandSwitzerland
Niger,Bolivia,0.380215349,unsure,NigerBolivia
Nigeria,Bolivia,0.380215349,unsure,NigeriaBolivia
Switzerland,Finland,0.380215349,unsure,SwitzerlandFinland
Namibia,Romania,0.380386066,unsure,NamibiaRomania
Romania,Namibia,0.380386066,unsure,RomaniaNamibia
Algeria,Angola,0.380499835,unsure,AlgeriaAngola
Angola,Algeria,0.380499835,unsure,AngolaAlgeria
Egypt,Poland,0.380499835,unsure,EgyptPoland
Poland,Egypt,0.380499835,unsure,PolandEgypt
Kenya,Pakistan,0.380556707,unsure,KenyaPakistan
Pakistan,Kenya,0.380556707,unsure,PakistanKenya
Poland,Zambia,0.38061357,unsure,PolandZambia
Zambia,Poland,0.38061357,unsure,ZambiaPoland
Bolivia,Moldova,0.380840938,unsure,BoliviaMoldova
Moldova,Bolivia,0.380840938,unsure,MoldovaBolivia
Brazil,Moldova,0.380897759,unsure,BrazilMoldova
Canada,Iran,0.380897759,unsure,CanadaIran
Iran,Canada,0.380897759,unsure,IranCanada
Moldova,Brazil,0.380897759,unsure,MoldovaBrazil
Albania,Czech Republic,0.38106817,unsure,AlbaniaCzech Republic
Czech Republic,Albania,0.38106817,unsure,Czech RepublicAlbania
Albania,Russia,0.381124957,unsure,AlbaniaRussia
Croatia,Philippines,0.381124957,unsure,CroatiaPhilippines
Philippines,Croatia,0.381124957,unsure,PhilippinesCroatia
Russia,Albania,0.381124957,unsure,RussiaAlbania
Bangladesh,Kuwait,0.381295267,unsure,BangladeshKuwait
Kuwait,Bangladesh,0.381295267,unsure,KuwaitBangladesh
Estonia,Korea,0.381522228,unsure,EstoniaKorea
Estonia,South Korea,0.381522228,unsure,EstoniaSouth Korea
Hungary,Spain,0.381522228,unsure,HungarySpain
Korea,Estonia,0.381522228,unsure,KoreaEstonia
South Korea,Estonia,0.381522228,unsure,South KoreaEstonia
Spain,Hungary,0.381522228,unsure,SpainHungary
Honduras,Iraq,0.381578947,unsure,HondurasIraq
Iraq,Honduras,0.381578947,unsure,IraqHonduras
Bolivia,Lebanon,0.381862417,unsure,BoliviaLebanon
Lebanon,Bolivia,0.381862417,unsure,LebanonBolivia
India,Saudi Arabia,0.381919086,unsure,IndiaSaudi Arabia
Saudi Arabia,India,0.381919086,unsure,Saudi ArabiaIndia
Belgium,Croatia,0.382032398,unsure,BelgiumCroatia
Croatia,Belgium,0.382032398,unsure,CroatiaBelgium
Finland,Latvia,0.382032398,unsure,FinlandLatvia
Latvia,Finland,0.382032398,unsure,LatviaFinland
Caribbean Netherlands,Switzerland,0.382145677,unsure,Caribbean NetherlandsSwitzerland
Netherlands,Switzerland,0.382145677,unsure,NetherlandsSwitzerland
Switzerland,Caribbean Netherlands,0.382145677,unsure,SwitzerlandCaribbean Netherlands
Switzerland,Netherlands,0.382145677,unsure,SwitzerlandNetherlands
Caribbean Netherlands,United Kingdom,0.382202304,unsure,Caribbean NetherlandsUnited Kingdom
Guatemala,Portugal,0.382202304,unsure,GuatemalaPortugal
Netherlands,United Kingdom,0.382202304,unsure,NetherlandsUnited Kingdom
Portugal,Guatemala,0.382202304,unsure,PortugalGuatemala
United Kingdom,Caribbean Netherlands,0.382202304,unsure,United KingdomCaribbean Netherlands
United Kingdom,Netherlands,0.382202304,unsure,United KingdomNetherlands
Brazil,Italy,0.382315532,unsure,BrazilItaly
India,Republic of Macedonia,0.382315532,unsure,IndiaRepublic of Macedonia
Italy,Brazil,0.382315532,unsure,ItalyBrazil
Republic of Macedonia,India,0.382315532,unsure,Republic of MacedoniaIndia
Singapore,Tanzania,0.382315532,unsure,SingaporeTanzania
Tanzania,Singapore,0.382315532,unsure,TanzaniaSingapore
El Salvador,Portugal,0.382428727,unsure,El SalvadorPortugal
Portugal,El Salvador,0.382428727,unsure,PortugalEl Salvador
Georgia,Hungary,0.382541888,unsure,GeorgiaHungary
Hungary,Georgia,0.382541888,unsure,HungaryGeorgia
Korea,Lithuania,0.382541888,unsure,KoreaLithuania
Lithuania,Korea,0.382541888,unsure,LithuaniaKorea
Lithuania,South Korea,0.382541888,unsure,LithuaniaSouth Korea
South Korea,Lithuania,0.382541888,unsure,South KoreaLithuania
Montenegro,Portugal,0.382598457,unsure,MontenegroPortugal
Portugal,Montenegro,0.382598457,unsure,PortugalMontenegro
Algeria,France,0.382768111,unsure,AlgeriaFrance
France,Algeria,0.382768111,unsure,FranceAlgeria
Brazil,Iraq,0.382881172,unsure,BrazilIraq
Iraq,Brazil,0.382881172,unsure,IraqBrazil
Niger,Peru,0.38293769,unsure,NigerPeru
Nigeria,Peru,0.38293769,unsure,NigeriaPeru
Peru,Niger,0.38293769,unsure,PeruNiger
Peru,Nigeria,0.38293769,unsure,PeruNigeria
Argentina,Australia,0.382994199,unsure,ArgentinaAustralia
Australia,Argentina,0.382994199,unsure,AustraliaArgentina
Mozambique,Saudi Arabia,0.382994199,unsure,MozambiqueSaudi Arabia
Saudi Arabia,Mozambique,0.382994199,unsure,Saudi ArabiaMozambique
Angola,Slovenia,0.383107194,unsure,AngolaSlovenia
Ethiopia,United Arab Emirates,0.383107194,unsure,EthiopiaUnited Arab Emirates
Moldova,Poland,0.383107194,unsure,MoldovaPoland
Poland,Moldova,0.383107194,unsure,PolandMoldova
Slovenia,Angola,0.383107194,unsure,SloveniaAngola
United Arab Emirates,Ethiopia,0.383107194,unsure,United Arab EmiratesEthiopia
Nepal,Panama,0.383220155,unsure,NepalPanama
Panama,Nepal,0.383220155,unsure,PanamaNepal
Angola,Venezuela,0.383333082,unsure,AngolaVenezuela
Ethiopia,Qatar,0.383333082,unsure,EthiopiaQatar
Germany,South Africa,0.383333082,unsure,GermanySouth Africa
Iraq,Paraguay,0.383333082,unsure,IraqParaguay
Iraq,Pakistan,0.383333082,unsure,IraqPakistan
Pakistan,Iraq,0.383333082,unsure,PakistanIraq
Paraguay,Iraq,0.383333082,unsure,ParaguayIraq
Qatar,Ethiopia,0.383333082,unsure,QatarEthiopia
South Africa,Germany,0.383333082,unsure,South AfricaGermany
Venezuela,Angola,0.383333082,unsure,VenezuelaAngola
Albania,Senegal,0.383389534,unsure,AlbaniaSenegal
Senegal,Albania,0.383389534,unsure,SenegalAlbania
Ghana,Turkey,0.383502412,unsure,GhanaTurkey
Luxembourg,Uruguay,0.383502412,unsure,LuxembourgUruguay
Turkey,Ghana,0.383502412,unsure,TurkeyGhana
Uruguay,Luxembourg,0.383502412,unsure,UruguayLuxembourg
Georgia,United Arab Emirates,0.383558838,unsure,GeorgiaUnited Arab Emirates
Lebanon,Vietnam,0.383558838,unsure,LebanonVietnam
United Arab Emirates,Georgia,0.383558838,unsure,United Arab EmiratesGeorgia
Vietnam,Lebanon,0.383558838,unsure,VietnamLebanon
Nepal,Suriname,0.383728068,unsure,NepalSuriname
Suriname,Nepal,0.383728068,unsure,SurinameNepal
Chile,Finland,0.383784461,unsure,ChileFinland
Finland,Chile,0.383784461,unsure,FinlandChile
Malta,Paraguay,0.383840846,unsure,MaltaParaguay
Paraguay,Malta,0.383840846,unsure,ParaguayMalta
Qatar,Romania,0.384009951,unsure,QatarRomania
Romania,Qatar,0.384009951,unsure,RomaniaQatar
Portugal,Syria,0.384066303,unsure,PortugalSyria
Syria,Portugal,0.384066303,unsure,SyriaPortugal
Bolivia,Qatar,0.384122647,unsure,BoliviaQatar
Qatar,Bolivia,0.384122647,unsure,QatarBolivia
Montenegro,Poland,0.384235309,unsure,MontenegroPoland
Poland,Montenegro,0.384235309,unsure,PolandMontenegro
Caribbean Netherlands,New Zealand,0.384404241,unsure,Caribbean NetherlandsNew Zealand
Netherlands,New Zealand,0.384404241,unsure,NetherlandsNew Zealand
New Zealand,Caribbean Netherlands,0.384404241,unsure,New ZealandCaribbean Netherlands
New Zealand,Netherlands,0.384404241,unsure,New ZealandNetherlands
Tunisia,Zambia,0.384404241,unsure,TunisiaZambia
Zambia,Tunisia,0.384404241,unsure,ZambiaTunisia
Denmark,United Kingdom,0.384460535,unsure,DenmarkUnited Kingdom
Iraq,SÃ£o TomÃ© and PrÃ­ncipe,0.384460535,unsure,IraqSÃ£o TomÃ© and PrÃ­ncipe
SÃ£o TomÃ© and PrÃ­ncipe,Iraq,0.384460535,unsure,SÃ£o TomÃ© and PrÃ­ncipeIraq
United Kingdom,Denmark,0.384460535,unsure,United KingdomDenmark
Jordan,Panama,0.384516821,unsure,JordanPanama
Panama,Jordan,0.384516821,unsure,PanamaJordan
Malawi,Thailand,0.384573099,unsure,MalawiThailand
Thailand,Malawi,0.384573099,unsure,ThailandMalawi
Mozambique,SÃ£o TomÃ© and PrÃ­ncipe,0.384629368,unsure,MozambiqueSÃ£o TomÃ© and PrÃ­ncipe
SÃ£o TomÃ© and PrÃ­ncipe,Mozambique,0.384629368,unsure,SÃ£o TomÃ© and PrÃ­ncipeMozambique
Armenia,Morocco,0.384685629,unsure,ArmeniaMorocco
Cape Verde,Malaysia,0.384685629,unsure,Cape VerdeMalaysia
Malaysia,Cape Verde,0.384685629,unsure,MalaysiaCape Verde
Malta,Saudi Arabia,0.384685629,unsure,MaltaSaudi Arabia
Morocco,Armenia,0.384685629,unsure,MoroccoArmenia
Saudi Arabia,Malta,0.384685629,unsure,Saudi ArabiaMalta
Hong Kong,Thailand,0.384741882,unsure,Hong KongThailand
Thailand,Hong Kong,0.384741882,unsure,ThailandHong Kong
France,Moldova,0.384854363,unsure,FranceMoldova
Moldova,France,0.384854363,unsure,MoldovaFrance
Azerbaijan,France,0.384910591,unsure,AzerbaijanFrance
France,Azerbaijan,0.384910591,unsure,FranceAzerbaijan
Cape Verde,Jordan,0.385023023,unsure,Cape VerdeJordan
Jordan,Cape Verde,0.385023023,unsure,JordanCape Verde
Libya,Malta,0.385079227,unsure,LibyaMalta
Malta,Libya,0.385079227,unsure,MaltaLibya
Azerbaijan,Morocco,0.38519161,unsure,AzerbaijanMorocco
Morocco,Azerbaijan,0.38519161,unsure,MoroccoAzerbaijan
Canada,Spain,0.385247789,unsure,CanadaSpain
Spain,Canada,0.385247789,unsure,SpainCanada
Kuwait,SÃ£o TomÃ© and PrÃ­ncipe,0.38530396,unsure,KuwaitSÃ£o TomÃ© and PrÃ­ncipe
SÃ£o TomÃ© and PrÃ­ncipe,Kuwait,0.38530396,unsure,SÃ£o TomÃ© and PrÃ­ncipeKuwait
Norway,South Africa,0.385360122,unsure,NorwaySouth Africa
South Africa,Norway,0.385360122,unsure,South AfricaNorway
Cape Verde,SÃ£o TomÃ© and PrÃ­ncipe,0.385528561,unsure,Cape VerdeSÃ£o TomÃ© and PrÃ­ncipe
France,Libya,0.385528561,unsure,FranceLibya
Libya,France,0.385528561,unsure,LibyaFrance
SÃ£o TomÃ© and PrÃ­ncipe,Cape Verde,0.385528561,unsure,SÃ£o TomÃ© and PrÃ­ncipeCape Verde
Malawi,SÃ£o TomÃ© and PrÃ­ncipe,0.385584691,unsure,MalawiSÃ£o TomÃ© and PrÃ­ncipe
SÃ£o TomÃ© and PrÃ­ncipe,Malawi,0.385584691,unsure,SÃ£o TomÃ© and PrÃ­ncipeMalawi
Croatia,Sri Lanka,0.385640813,unsure,CroatiaSri Lanka
Sri Lanka,Croatia,0.385640813,unsure,Sri LankaCroatia
Japan,Switzerland,0.385696927,unsure,JapanSwitzerland
Switzerland,Japan,0.385696927,unsure,SwitzerlandJapan
Bolivia,Senegal,0.385753032,unsure,BoliviaSenegal
Senegal,Bolivia,0.385753032,unsure,SenegalBolivia
Malta,Thailand,0.386089493,unsure,MaltaThailand
Thailand,Malta,0.386089493,unsure,ThailandMalta
Honduras,Philippines,0.386145542,unsure,HondurasPhilippines
Philippines,Honduras,0.386145542,unsure,PhilippinesHonduras
Romania,Suriname,0.386257614,unsure,RomaniaSuriname
Suriname,Romania,0.386257614,unsure,SurinameRomania
Tanzania,Tunisia,0.386425662,unsure,TanzaniaTunisia
Tunisia,Tanzania,0.386425662,unsure,TunisiaTanzania
Russia,Taiwan,0.386481662,unsure,RussiaTaiwan
Taiwan,Russia,0.386481662,unsure,TaiwanRussia
Dominican Republic,Indonesia,0.386537653,unsure,Dominican RepublicIndonesia
Indonesia,Dominican Republic,0.386537653,unsure,IndonesiaDominican Republic
Bulgaria,Sri Lanka,0.386817489,unsure,BulgariaSri Lanka
Sri Lanka,Bulgaria,0.386817489,unsure,Sri LankaBulgaria
Czech Republic,SÃ£o TomÃ© and PrÃ­ncipe,0.386873432,unsure,Czech RepublicSÃ£o TomÃ© and PrÃ­ncipe
SÃ£o TomÃ© and PrÃ­ncipe,Czech Republic,0.386873432,unsure,SÃ£o TomÃ© and PrÃ­ncipeCzech Republic
Australia,Luxembourg,0.386985294,unsure,AustraliaLuxembourg
Brazil,Mozambique,0.386985294,unsure,BrazilMozambique
Bulgaria,Saudi Arabia,0.386985294,unsure,BulgariaSaudi Arabia
Czech Republic,Hong Kong,0.386985294,unsure,Czech RepublicHong Kong
Hong Kong,Czech Republic,0.386985294,unsure,Hong KongCzech Republic
Luxembourg,Australia,0.386985294,unsure,LuxembourgAustralia
Mozambique,Brazil,0.386985294,unsure,MozambiqueBrazil
Saudi Arabia,Bulgaria,0.386985294,unsure,Saudi ArabiaBulgaria
Bulgaria,Iraq,0.387097123,unsure,BulgariaIraq
Iraq,Bulgaria,0.387097123,unsure,IraqBulgaria
Korea,Romania,0.387153026,unsure,KoreaRomania
Romania,Korea,0.387153026,unsure,RomaniaKorea
Romania,South Korea,0.387153026,unsure,RomaniaSouth Korea
South Korea,Romania,0.387153026,unsure,South KoreaRomania
Australia,Switzerland,0.38720892,unsure,AustraliaSwitzerland
Switzerland,Australia,0.38720892,unsure,SwitzerlandAustralia
Finland,Tanzania,0.387376555,unsure,FinlandTanzania
Tanzania,Finland,0.387376555,unsure,TanzaniaFinland
Bosnia and Herzegovina,Poland,0.387488272,unsure,Bosnia and HerzegovinaPoland
Poland,Bosnia and Herzegovina,0.387488272,unsure,PolandBosnia and Herzegovina
Poland,Suriname,0.387711608,unsure,PolandSuriname
Suriname,Poland,0.387711608,unsure,SurinamePoland
Ireland,Luxembourg,0.387767422,unsure,IrelandLuxembourg
Luxembourg,Ireland,0.387767422,unsure,LuxembourgIreland
Iran,Malta,0.387990597,unsure,IranMalta
Malta,Iran,0.387990597,unsure,MaltaIran
Paraguay,Philippines,0.387990597,unsure,ParaguayPhilippines
Philippines,Paraguay,0.387990597,unsure,PhilippinesParaguay
Malawi,Pakistan,0.388157895,unsure,MalawiPakistan
Pakistan,Malawi,0.388157895,unsure,PakistanMalawi
Indonesia,Sri Lanka,0.388269386,unsure,IndonesiaSri Lanka
Sri Lanka,Indonesia,0.388269386,unsure,Sri LankaIndonesia
Namibia,Qatar,0.38832512,unsure,NamibiaQatar
Qatar,Namibia,0.38832512,unsure,QatarNamibia
Iran,Norway,0.388380846,unsure,IranNorway
Norway,Iran,0.388380846,unsure,NorwayIran
Costa Rica,Senegal,0.388492273,unsure,Costa RicaSenegal
Senegal,Costa Rica,0.388492273,unsure,SenegalCosta Rica
India,Serbia,0.388547975,unsure,IndiaSerbia
India,Serbia and montenegro,0.388547975,unsure,IndiaSerbia and montenegro
Serbia,India,0.388547975,unsure,SerbiaIndia
Serbia and montenegro,India,0.388547975,unsure,Serbia and montenegroIndia
Panama,Portugal,0.388715033,unsure,PanamaPortugal
Portugal,Panama,0.388715033,unsure,PortugalPanama
Argentina,Lebanon,0.388882019,unsure,ArgentinaLebanon
Lebanon,Argentina,0.388882019,unsure,LebanonArgentina
Taiwan,Ukraine,0.388882019,unsure,TaiwanUkraine
Ukraine,Taiwan,0.388882019,unsure,UkraineTaiwan
Poland,South Africa,0.388937665,unsure,PolandSouth Africa
South Africa,Poland,0.388937665,unsure,South AfricaPoland
Romania,Zambia,0.389048933,unsure,RomaniaZambia
Zambia,Romania,0.389048933,unsure,ZambiaRomania
Jordan,Puerto Rico,0.389160169,unsure,JordanPuerto Rico
Puerto Rico,Jordan,0.389160169,unsure,Puerto RicoJordan
Czech Republic,Tanzania,0.389215775,unsure,Czech RepublicTanzania
Tanzania,Czech Republic,0.389215775,unsure,TanzaniaCzech Republic
Peru,Tunisia,0.389271373,unsure,PeruTunisia
Tunisia,Peru,0.389271373,unsure,TunisiaPeru
Indonesia,Spain,0.389326964,unsure,IndonesiaSpain
Spain,Indonesia,0.389326964,unsure,SpainIndonesia
Algeria,Czech Republic,0.389382546,unsure,AlgeriaCzech Republic
Czech Republic,Algeria,0.389382546,unsure,Czech RepublicAlgeria
Denmark,United States,0.389382546,unsure,DenmarkUnited States
Serbia,Taiwan,0.389382546,unsure,SerbiaTaiwan
Serbia and montenegro,Taiwan,0.389382546,unsure,Serbia and montenegroTaiwan
Taiwan,Serbia,0.389382546,unsure,TaiwanSerbia
Taiwan,Serbia and montenegro,0.389382546,unsure,TaiwanSerbia and montenegro
United States,Denmark,0.389382546,unsure,United StatesDenmark
Spain,Taiwan,0.389493687,unsure,SpainTaiwan
Taiwan,Spain,0.389493687,unsure,TaiwanSpain
Bulgaria,Uruguay,0.389660339,unsure,BulgariaUruguay
Uruguay,Bulgaria,0.389660339,unsure,UruguayBulgaria
Peru,Philippines,0.389715874,unsure,PeruPhilippines
Philippines,Peru,0.389715874,unsure,PhilippinesPeru
Panama,Romania,0.389771401,unsure,PanamaRomania
Romania,Panama,0.389771401,unsure,RomaniaPanama
Caribbean Netherlands,Lithuania,0.38999343,unsure,Caribbean NetherlandsLithuania
Guatemala,Malawi,0.38999343,unsure,GuatemalaMalawi
Jamaica,Namibia,0.38999343,unsure,JamaicaNamibia
Lithuania,Caribbean Netherlands,0.38999343,unsure,LithuaniaCaribbean Netherlands
Lithuania,Netherlands,0.38999343,unsure,LithuaniaNetherlands
Malawi,Guatemala,0.38999343,unsure,MalawiGuatemala
Namibia,Jamaica,0.38999343,unsure,NamibiaJamaica
Netherlands,Lithuania,0.38999343,unsure,NetherlandsLithuania
Jordan,Pakistan,0.390048917,unsure,JordanPakistan
Pakistan,Jordan,0.390048917,unsure,PakistanJordan
Bolivia,Montenegro,0.390159869,unsure,BoliviaMontenegro
Czech Republic,Morocco,0.390159869,unsure,Czech RepublicMorocco
Iceland,Luxembourg,0.390159869,unsure,IcelandLuxembourg
Luxembourg,Iceland,0.390159869,unsure,LuxembourgIceland
Montenegro,Bolivia,0.390159869,unsure,MontenegroBolivia
Morocco,Czech Republic,0.390159869,unsure,MoroccoCzech Republic
India,Luxembourg,0.390215332,unsure,IndiaLuxembourg
Lebanon,Suriname,0.390215332,unsure,LebanonSuriname
Luxembourg,India,0.390215332,unsure,LuxembourgIndia
Suriname,Lebanon,0.390215332,unsure,SurinameLebanon
